num_deaths_neighbours,num_deaths_kin,num_total_neighbour,num_total_kin,deaths_num_total,marital_status,education_level,material_house,cooking_fuel,bed,radio,livelihood,wealth_score,gender,health_zone
0,0,26,26,0,single,primary,coated_adobe,wood,no,no,sales,1,m,Nyemba
0,0,13,21,0,married,primary,wood_mud,wood,no,no,sales,0,f,Kalemie
1,0,10,33,1,married,lower_secondary,wood_mud,wood,no,no,sales,0,f,Kalemie
0,0,17,35,0,married,lower_secondary,coated_adobe,wood,yes,yes,sales,3,f,Kalemie
1,0,20,22,1,married,lower_secondary,wood_mud,wood,no,no,sales,0,m,Kalemie
0,0,26,9,0,single,upper_secondary,wood_mud,wood,yes,no,unskilled,1,m,Kalemie
1,0,24,20,1,married,none,wood_mud,wood,no,no,sales,0,f,Kalemie
1,0,41,11,1,married,upper_secondary,wood_mud,wood,no,no,not_working,0,m,Kalemie
0,0,26,42,0,single,upper_secondary,wood_mud,charcoal,yes,no,not_working,2,m,Kalemie
0,0,22,37,0,married,upper_secondary,wood_mud,charcoal,yes,yes,skilled,3,m,Kalemie
1,0,34,29,1,married,upper_secondary,wood_mud,charcoal,yes,yes,professional,3,m,Nyunzu
0,0,31,33,0,divorced,primary,earth,wood,yes,yes,sales,2,m,Nyunzu
0,0,29,30,0,married,none,earth,wood,no,yes,sales,1,f,Nyunzu
0,1,19,23,1,widowed,primary,coated_adobe,wood,yes,no,sales,2,f,Nyemba
0,0,29,13,0,married,primary,coated_adobe,charcoal,yes,no,sales,3,f,Nyemba
0,0,31,25,0,married,upper_secondary,cement_blocks,charcoal,yes,yes,professional,4,m,Nyemba
0,0,33,25,0,married,upper_secondary,cement_blocks,charcoal,yes,yes,sales,4,m,Nyemba
0,0,28,10,0,divorced,primary,cement_blocks,charcoal,no,no,sales,2,f,Nyemba
0,1,39,42,1,married,primary,coated_adobe,charcoal,no,no,sales,2,f,Nyemba
0,0,26,16,0,divorced,primary,coated_adobe,wood,yes,no,sales,2,f,Nyemba
0,0,23,23,0,single,upper_secondary,coated_adobe,charcoal,yes,yes,sales,4,m,Nyemba
0,0,35,15,0,married,lower_secondary,coated_adobe,charcoal,no,no,employed_agriculture,2,m,Nyemba
0,0,29,15,0,single,upper_secondary,coated_adobe,charcoal,yes,yes,sales,4,m,Nyemba
0,0,34,19,0,married,primary,coated_adobe,wood,no,yes,sales,2,f,Kalemie
0,0,35,27,0,married,upper_secondary,coated_adobe,wood,yes,no,sales,2,m,Kalemie
0,0,36,23,0,married,primary,trunks,wood,yes,yes,self_agriculture,2,m,Kalemie
0,0,30,33,0,married,upper_secondary,coated_adobe,wood,no,no,not_working,1,m,Kalemie
0,0,32,23,0,married,upper_secondary,coated_adobe,wood,no,no,self_agriculture,1,f,Kalemie
0,1,16,23,1,married,lower_secondary,wood_mud,charcoal,no,no,daily_labour_non,1,m,Nyunzu
1,0,13,25,1,married,primary,wood_mud,charcoal,no,no,employed_agriculture,1,f,Nyunzu
0,0,16,32,0,widowed,primary,wood_mud,charcoal,no,yes,sales,2,f,Nyunzu
0,0,34,47,0,married,upper_secondary,coated_adobe,wood,no,yes,sales,2,f,Kalemie
0,0,32,27,0,married,upper_secondary,coated_adobe,wood,yes,yes,self_agriculture,3,m,Kalemie
1,0,35,25,1,married,lower_secondary,coated_adobe,wood,yes,no,self_agriculture,2,f,Kalemie
0,0,35,16,0,married,lower_secondary,coated_adobe,wood,yes,no,sales,2,f,Kalemie
0,0,40,23,0,married,primary,coated_adobe,charcoal,no,no,sales,2,f,Kalemie
0,0,37,17,0,married,primary,coated_adobe,wood,yes,no,sales,2,m,Kalemie
0,0,26,31,0,single,upper_secondary,coated_adobe,charcoal,no,no,sales,2,f,Nyemba
0,0,24,22,0,married,lower_secondary,coated_adobe,charcoal,yes,no,sales,3,m,Nyemba
0,0,23,18,0,divorced,lower_secondary,coated_adobe,charcoal,yes,yes,sales,4,m,Nyemba
1,0,33,38,1,married,lower_secondary,coated_adobe,wood,no,no,sales,1,m,Nyemba
0,0,35,22,0,married,primary,coated_adobe,charcoal,yes,yes,sales,4,f,Nyemba
0,0,11,34,0,married,lower_secondary,wood_mud,charcoal,no,no,sales,1,m,Nyunzu
2,0,22,36,2,married,primary,wood_mud,wood,no,yes,sales,1,f,Nyunzu
0,0,15,36,0,divorced,lower_secondary,wood_mud,charcoal,no,no,sales,1,f,Nyunzu
0,0,29,28,0,widowed,lower_secondary,wood_mud,charcoal,yes,yes,clerical,3,f,Nyunzu
0,0,29,28,0,married,primary,wood_mud,charcoal,yes,yes,skilled,3,m,Nyunzu
0,1,28,27,1,married,lower_secondary,wood_mud,charcoal,yes,no,skilled,2,f,Nyunzu
0,0,36,6,0,married,upper_secondary,wood_mud,wood,no,no,self_agriculture,0,m,Nyemba
0,0,24,8,0,widowed,primary,coated_adobe,wood,no,no,self_agriculture,1,f,Nyemba
0,2,32,28,2,married,lower_secondary,bamboo_mud,wood,no,no,self_agriculture,0,m,Nyemba
0,0,26,23,0,married,upper_secondary,cement_blocks,charcoal,yes,yes,not_working,4,m,Nyemba
2,0,23,3,2,married,none,wood_mud,charcoal,yes,no,sales,2,f,Kalemie
0,0,29,34,0,single,lower_secondary,wood_mud,charcoal,yes,yes,not_working,3,m,Kalemie
0,0,41,41,0,married,lower_secondary,wood_mud,wood,no,no,sales,0,f,Kalemie
0,1,32,58,1,single,upper_secondary,wood_mud,charcoal,yes,no,not_working,2,m,Kalemie
0,0,24,12,0,married,upper_secondary,wood_mud,charcoal,yes,yes,daily_labour_non,3,m,Kalemie
0,0,29,15,0,married,upper_secondary,wood_mud,charcoal,no,no,not_working,1,m,Kalemie
0,0,25,29,0,married,primary,wood_mud,charcoal,yes,yes,sales,3,f,Nyunzu
0,0,31,28,0,married,lower_secondary,wood_mud,charcoal,no,yes,professional,2,m,Nyunzu
0,0,29,24,0,single,lower_secondary,earth,charcoal,no,no,army,1,m,Nyunzu
0,0,32,36,0,married,none,wood_mud,charcoal,no,no,self_agriculture,1,f,Nyemba
0,0,13,3,0,married,superior,cement_blocks,charcoal,yes,yes,professional,4,m,Nyemba
0,0,27,6,0,married,lower_secondary,coated_adobe,charcoal,yes,no,daily_labour_non,3,m,Nyemba
0,0,25,18,0,married,lower_secondary,coated_adobe,charcoal,yes,no,self_agriculture,3,f,Nyemba
0,0,35,17,0,married,lower_secondary,coated_adobe,wood,no,no,self_agriculture,1,m,Kalemie
0,0,36,27,0,married,primary,wood,wood,yes,yes,sales,2,f,Kalemie
0,0,35,22,0,married,primary,coated_adobe,wood,yes,no,sales,2,f,Kalemie
1,0,36,32,1,married,none,wood,wood,yes,yes,self_agriculture,2,m,Kalemie
0,0,33,25,0,married,none,coated_adobe,charcoal,yes,no,sales,3,f,Kalemie
0,0,24,17,0,married,primary,wood_mud,wood,no,no,sales,0,f,Kalemie
0,1,27,30,1,married,primary,wood_mud,wood,no,yes,sales,1,f,Kalemie
0,0,38,22,1,married,lower_secondary,wood_mud,charcoal,no,no,sales,1,f,Kalemie
0,0,39,31,0,married,primary,wood_mud,charcoal,yes,no,skilled,2,m,Kalemie
0,0,35,30,0,married,lower_secondary,wood_mud,charcoal,no,no,unskilled,1,m,Kalemie
0,0,36,24,0,single,upper_secondary,cement_blocks,charcoal,yes,yes,sales,4,m,Nyemba
0,0,24,27,0,married,primary,coated_adobe,charcoal,yes,no,sales,3,f,Nyemba
0,0,28,35,0,married,lower_secondary,coated_adobe,charcoal,yes,no,sales,3,f,Nyemba
0,0,29,29,0,married,primary,coated_adobe,wood,yes,no,employed_agriculture,2,m,Nyemba
0,1,34,22,1,married,lower_secondary,wood_mud,wood,no,no,self_agriculture,0,m,Nyunzu
0,0,38,25,1,married,lower_secondary,wood_mud,wood,yes,no,self_agriculture,1,f,Nyunzu
0,0,33,28,0,married,upper_secondary,coated_adobe,wood,yes,no,sales,2,m,Nyunzu
0,0,35,26,0,married,upper_secondary,wood_mud,charcoal,no,no,not_working,1,m,Nyunzu
1,0,35,30,1,married,lower_secondary,coated_adobe,charcoal,yes,no,sales,3,f,Nyemba
0,0,26,14,0,widowed,none,coated_adobe,wood,no,no,sales,1,f,Nyemba
0,1,23,27,1,married,lower_secondary,coated_adobe,wood,yes,no,sales,2,f,Nyemba
0,0,33,32,0,single,upper_secondary,coated_adobe,charcoal,yes,yes,not_working,4,m,Nyemba
0,0,17,20,0,married,upper_secondary,cement_blocks,charcoal,yes,yes,clerical,4,f,Kalemie
0,0,26,27,0,married,primary,coated_adobe,charcoal,yes,yes,sales,4,m,Nyemba
1,0,21,27,1,married,lower_secondary,coated_adobe,charcoal,yes,yes,daily_labour_non,4,m,Kalemie
2,0,13,8,2,widowed,primary,wood_mud,charcoal,yes,no,sales,2,f,Kalemie
0,0,20,39,0,married,lower_secondary,coated_adobe,charcoal,yes,yes,sales,4,f,Kalemie
0,0,34,36,0,married,primary,earth,wood,no,yes,skilled,1,m,Kalemie
1,0,33,31,1,married,none,earth,wood,no,no,sales,0,f,Kalemie
0,0,22,22,0,divorced,primary,earth,wood,yes,yes,sales,2,f,Kalemie
0,0,38,35,0,married,lower_secondary,coated_adobe,wood,yes,yes,self_agriculture,3,f,Nyunzu
0,0,33,23,0,married,lower_secondary,coated_adobe,wood,yes,no,self_agriculture,2,m,Nyunzu
0,0,35,31,0,married,lower_secondary,bricks,charcoal,yes,yes,sales,4,f,Nyunzu
0,0,35,26,0,married,superior,bricks,charcoal,yes,yes,not_working,4,m,Nyunzu
0,0,38,30,0,married,lower_secondary,coated_adobe,wood,yes,no,self_agriculture,2,f,Nyunzu
0,0,19,24,0,married,none,wood_mud,charcoal,yes,no,sales,2,f,Nyemba
1,0,34,9,1,married,primary,coated_adobe,charcoal,yes,no,sales,3,f,Nyemba
0,0,23,32,0,single,upper_secondary,coated_adobe,charcoal,yes,no,daily_labour_non,3,m,Nyemba
0,1,16,15,1,married,superior,coated_adobe,charcoal,yes,yes,professional,4,m,Nyemba
0,1,14,25,1,married,lower_secondary,coated_adobe,charcoal,yes,yes,daily_labour_non,4,m,Nyemba
0,0,24,13,0,married,none,bamboo_mud,wood,no,no,self_agriculture,0,f,Nyemba
0,0,27,28,0,married,primary,wood_mud,charcoal,no,no,self_agriculture,1,m,Nyemba
1,0,31,9,1,married,upper_secondary,coated_adobe,charcoal,yes,yes,professional,4,m,Nyemba
0,0,35,27,0,married,lower_secondary,wood_mud,charcoal,yes,yes,skilled,3,m,Nyemba
0,0,28,10,0,married,lower_secondary,bamboo_mud,charcoal,no,no,self_agriculture,1,m,Nyemba
0,1,33,24,1,widowed,primary,wood_mud,charcoal,yes,yes,self_agriculture,3,f,Nyemba
0,0,34,28,0,married,lower_secondary,wood_mud,charcoal,yes,yes,sales,3,m,Nyemba
0,0,32,22,0,married,primary,earth,charcoal,no,yes,sales,2,m,Nyemba
0,0,33,28,0,single,lower_secondary,coated_adobe,charcoal,yes,no,sales,3,f,Nyemba
0,0,21,27,0,married,lower_secondary,coated_adobe,wood,no,no,sales,1,f,Nyemba
1,0,33,24,1,married,primary,coated_adobe,wood,no,no,employed_agriculture,1,m,Nyemba
0,0,35,28,0,married,lower_secondary,coated_adobe,charcoal,yes,yes,sales,4,f,Nyemba
0,0,34,30,0,married,lower_secondary,wood_mud,wood,no,no,self_agriculture,0,m,Nyunzu
0,1,37,22,1,married,upper_secondary,wood_mud,wood,no,no,not_working,0,m,Nyunzu
0,0,41,32,0,married,lower_secondary,wood_mud,wood,no,no,self_agriculture,0,f,Nyunzu
1,0,36,33,1,married,lower_secondary,coated_adobe,wood,yes,no,not_working,2,m,Nyunzu
0,1,39,28,1,married,upper_secondary,coated_adobe,wood,yes,no,self_agriculture,2,m,Nyunzu
1,0,37,26,1,married,none,coated_adobe,wood,yes,no,sales,2,f,Nyunzu
0,0,37,33,0,married,lower_secondary,wood,wood,no,no,self_agriculture,0,m,Nyunzu
0,0,38,25,0,married,upper_secondary,coated_adobe,charcoal,yes,no,sales,3,m,Nyunzu
0,0,39,31,0,married,lower_secondary,coated_adobe,wood,yes,no,self_agriculture,2,f,Nyunzu
0,0,32,28,0,married,lower_secondary,bamboo_mud,charcoal,no,no,daily_labour_non,1,m,Nyemba
0,0,28,17,0,married,none,bamboo_mud,charcoal,no,no,self_agriculture,1,f,Nyemba
0,2,27,21,2,married,lower_secondary,wood_mud,charcoal,no,no,self_agriculture,1,m,Nyemba
1,1,33,32,2,married,lower_secondary,coated_adobe,wood,yes,no,daily_labour_non,2,m,Nyemba
0,0,18,29,0,single,upper_secondary,bricks,charcoal,yes,yes,unskilled,4,m,Nyemba
0,0,36,35,0,married,upper_secondary,coated_adobe,wood,no,no,self_agriculture,1,m,Kalemie
0,0,36,22,0,married,lower_secondary,coated_adobe,wood,yes,no,sales,2,m,Kalemie
0,0,40,27,0,married,lower_secondary,coated_adobe,wood,yes,no,sales,2,m,Kalemie
0,0,32,27,0,married,lower_secondary,wood_mud,charcoal,yes,no,sales,2,f,Kalemie
0,0,34,22,0,widowed,primary,wood_mud,charcoal,yes,no,skilled,2,f,Kalemie
0,0,40,32,0,married,none,coated_adobe,wood,yes,no,sales,2,f,Kalemie
0,1,30,24,1,single,upper_secondary,wood_mud,charcoal,yes,yes,professional,3,m,Kalemie
0,1,37,16,1,married,primary,wood,wood,yes,no,sales,1,f,Kalemie
0,0,30,22,0,married,none,earth,wood,no,no,employed_agriculture,0,f,Kalemie
0,0,38,25,0,married,none,coated_adobe,wood,no,no,sales,1,m,Kalemie
1,0,32,24,1,married,none,wood_mud,charcoal,no,yes,skilled,2,m,Kalemie
0,0,22,13,0,divorced,primary,wood_mud,charcoal,no,yes,skilled,2,m,Kalemie
0,1,29,41,1,married,primary,coated_adobe,wood,no,no,sales,1,f,Nyemba
0,0,23,31,0,married,lower_secondary,coated_adobe,wood,yes,no,sales,2,f,Nyemba
0,0,27,22,0,married,primary,coated_adobe,wood,yes,yes,employed_agriculture,3,m,Nyemba
0,0,19,30,0,single,lower_secondary,coated_adobe,wood,yes,yes,sales,3,m,Nyemba
0,0,16,30,0,married,lower_secondary,bricks,charcoal,yes,yes,sales,4,m,Nyemba
0,0,28,31,0,single,lower_secondary,bricks,charcoal,yes,no,sales,3,m,Nyemba
0,0,33,45,0,married,primary,bricks,wood,no,yes,self_agriculture,2,f,Nyemba
0,0,30,38,0,married,primary,bricks,wood,yes,yes,self_agriculture,3,m,Nyemba
0,1,33,22,1,married,upper_secondary,coated_adobe,wood,yes,no,professional,2,m,Nyemba
0,0,37,23,0,single,lower_secondary,coated_adobe,charcoal,no,no,sales,2,f,Nyemba
0,0,28,35,0,married,lower_secondary,bricks,charcoal,yes,yes,self_agriculture,4,f,Nyemba
0,0,35,33,0,married,primary,wood_mud,charcoal,yes,no,sales,2,f,Kalemie
0,0,37,30,0,married,lower_secondary,coated_adobe,charcoal,no,no,not_working,2,m,Kalemie
0,1,30,11,1,married,none,wood_mud,charcoal,no,no,sales,1,f,Kalemie
0,0,30,27,1,married,lower_secondary,wood_mud,charcoal,no,no,sales,1,f,Kalemie
0,0,35,35,0,married,upper_secondary,wood_mud,charcoal,no,no,self_agriculture,1,m,Kalemie
0,0,35,31,0,married,lower_secondary,wood_mud,charcoal,no,no,skilled,1,m,Kalemie
0,0,38,28,1,married,lower_secondary,wood_mud,charcoal,yes,yes,sales,3,f,Kalemie
0,0,35,25,0,widowed,none,wood_mud,charcoal,yes,no,not_working,2,f,Kalemie
0,1,32,12,2,married,primary,wood_mud,charcoal,no,no,sales,1,f,Kalemie
0,0,31,25,0,married,primary,wood_mud,wood,no,no,self_agriculture,0,f,Nyemba
0,1,31,4,1,married,lower_secondary,coated_adobe,wood,no,yes,self_agriculture,2,m,Nyemba
0,0,23,34,0,widowed,primary,wood_mud,charcoal,no,no,sales,1,m,Nyemba
1,0,28,17,1,single,upper_secondary,earth,charcoal,yes,yes,domestic,3,f,Kalemie
0,0,27,27,0,married,lower_secondary,wood_mud,charcoal,yes,yes,sales,3,m,Kalemie
0,1,33,32,1,widowed,primary,earth,wood,yes,no,noresponse,1,m,Kalemie
0,1,36,25,1,married,lower_secondary,coated_adobe,charcoal,yes,no,sales,3,m,Kalemie
0,0,38,26,0,married,lower_secondary,coated_adobe,wood,yes,no,self_agriculture,2,f,Kalemie
0,0,26,38,0,married,primary,coated_adobe,wood,no,yes,employed_agriculture,2,m,Nyemba
0,0,38,25,0,married,lower_secondary,coated_adobe,charcoal,no,yes,sales,3,f,Kalemie
0,0,69,52,0,married,lower_secondary,coated_adobe,wood,yes,yes,self_agriculture,3,m,Nyemba
0,0,51,61,0,married,primary,coated_adobe,wood,no,yes,unskilled,2,f,Nyemba
0,0,15,35,0,married,upper_secondary,bricks,charcoal,yes,yes,sales,4,m,Nyemba
0,0,27,45,0,married,primary,bricks,wood,no,yes,self_agriculture,2,m,Nyemba
0,0,25,33,0,married,lower_secondary,bricks,charcoal,no,yes,sales,3,f,Nyemba
1,0,28,36,1,married,none,coated_adobe,wood,no,no,sales,1,f,Nyemba
0,0,32,27,0,single,lower_secondary,coated_adobe,wood,no,yes,sales,2,f,Nyemba
0,0,21,25,0,married,lower_secondary,coated_adobe,wood,yes,yes,employed_agriculture,3,f,Nyemba
0,1,24,26,1,married,none,coated_adobe,charcoal,yes,no,sales,3,f,Nyemba
0,0,39,19,0,married,primary,coated_adobe,wood,no,no,self_agriculture,1,m,Kalemie
0,0,34,25,0,married,upper_secondary,bricks,charcoal,yes,no,sales,3,f,Kalemie
0,0,38,31,0,single,primary,wood,wood,yes,no,sales,1,f,Kalemie
0,0,38,18,0,married,lower_secondary,wood,wood,yes,no,sales,1,m,Kalemie
1,0,36,19,1,single,superior,cement_blocks,wood,yes,yes,sales,3,m,Kalemie
0,0,36,26,0,married,none,bricks,charcoal,yes,yes,sales,4,f,Kalemie
0,0,56,32,0,married,lower_secondary,cement_blocks,charcoal,yes,yes,sales,4,f,Nyemba
0,0,40,63,0,married,upper_secondary,coated_adobe,wood,no,yes,self_agriculture,2,m,Nyemba
0,0,67,34,1,married,upper_secondary,cement_blocks,charcoal,yes,yes,skilled,4,m,Nyemba
0,0,54,39,0,married,lower_secondary,coated_adobe,charcoal,no,yes,not_working,3,m,Nyemba
0,0,37,54,0,married,primary,coated_adobe,wood,no,yes,self_agriculture,2,f,Nyemba
0,0,28,40,0,married,lower_secondary,wood_mud,charcoal,yes,yes,sales,3,f,Nyemba
0,0,26,14,1,married,lower_secondary,coated_adobe,charcoal,yes,yes,self_agriculture,4,m,Nyemba
0,0,27,11,0,married,upper_secondary,wood_mud,wood,no,no,self_agriculture,0,m,Nyemba
0,0,28,6,0,married,lower_secondary,wood_mud,charcoal,yes,no,unskilled,2,m,Nyemba
0,0,39,27,0,single,none,wood_mud,wood,no,no,unskilled,0,m,Kalemie
1,0,16,12,1,married,lower_secondary,coated_adobe,charcoal,yes,no,not_working,3,f,Nyemba
1,0,33,27,1,married,primary,wood_mud,wood,no,no,sales,0,f,Kalemie
0,0,31,24,0,married,lower_secondary,wood_mud,wood,no,no,self_agriculture,0,m,Kalemie
0,0,31,30,0,married,lower_secondary,wood_mud,wood,no,no,self_agriculture,0,m,Kalemie
0,0,32,28,0,married,lower_secondary,wood_mud,wood,no,no,sales,0,f,Kalemie
0,0,37,5,0,widowed,upper_secondary,wood_mud,charcoal,yes,yes,sales,3,f,Kalemie
0,1,23,32,1,married,primary,bricks,charcoal,no,yes,self_agriculture,3,m,Kalemie
0,0,18,36,0,married,primary,bricks,charcoal,no,no,unskilled,2,m,Kalemie
0,1,20,38,1,married,lower_secondary,bricks,charcoal,no,yes,unskilled,3,m,Kalemie
0,0,26,34,0,married,none,bricks,wood,no,no,self_agriculture,1,f,Kalemie
0,0,40,33,0,married,primary,bricks,wood,no,no,unskilled,1,f,Kalemie
0,0,18,39,0,married,lower_secondary,bricks,charcoal,yes,yes,sales,4,m,Kalemie
1,0,32,30,1,single,upper_secondary,wood_mud,wood,yes,yes,sales,2,m,Kalemie
1,0,31,32,1,married,upper_secondary,wood_mud,charcoal,yes,yes,domestic,3,f,Kalemie
0,0,27,23,0,married,lower_secondary,wood_mud,charcoal,yes,no,skilled,2,m,Kalemie
0,0,36,25,0,married,lower_secondary,wood_mud,charcoal,yes,yes,sales,3,m,Kalemie
0,0,36,27,0,married,primary,earth,wood,no,no,sales,0,f,Kalemie
0,1,36,33,1,married,superior,cement_blocks,charcoal,yes,yes,professional,4,f,Kalemie
0,0,26,23,0,single,lower_secondary,coated_adobe,charcoal,no,no,sales,2,f,Nyemba
0,0,30,31,0,divorced,lower_secondary,coated_adobe,charcoal,yes,no,sales,3,f,Nyemba
0,0,29,30,0,single,upper_secondary,cement_blocks,charcoal,yes,yes,sales,4,m,Nyemba
1,0,31,19,1,married,primary,coated_adobe,charcoal,yes,no,sales,3,f,Nyemba
0,0,30,31,0,married,lower_secondary,coated_adobe,wood,yes,yes,sales,3,m,Nyemba
0,0,25,22,0,single,primary,coated_adobe,wood,no,no,not_working,1,m,Nyemba
0,0,30,27,0,married,lower_secondary,wood_mud,wood,yes,no,self_agriculture,1,m,Kalemie
0,0,36,33,0,married,primary,wood_mud,wood,no,no,sales,0,f,Kalemie
0,0,34,26,0,married,lower_secondary,coated_adobe,wood,no,no,skilled,1,m,Kalemie
0,0,36,22,0,married,lower_secondary,bamboo_mud,wood,no,no,self_agriculture,0,f,Kalemie
0,0,40,20,1,married,lower_secondary,wood_mud,wood,yes,no,not_working,1,m,Kalemie
0,0,31,30,0,married,upper_secondary,wood_mud,charcoal,yes,yes,domestic,3,f,Kalemie
0,0,25,26,0,married,primary,earth,charcoal,yes,yes,sales,3,f,Kalemie
0,1,16,23,1,widowed,lower_secondary,wood_mud,charcoal,yes,yes,professional,3,m,Kalemie
0,0,30,25,0,single,lower_secondary,wood_mud,charcoal,no,no,sales,1,m,Kalemie
0,0,34,21,0,married,lower_secondary,coated_adobe,wood,yes,yes,sales,3,m,Nyemba
1,0,32,23,1,married,lower_secondary,coated_adobe,charcoal,yes,yes,employed_agriculture,4,f,Nyemba
0,0,23,29,0,single,primary,coated_adobe,charcoal,yes,no,not_working,3,f,Nyemba
0,0,27,27,0,married,primary,coated_adobe,charcoal,yes,no,skilled,3,m,Nyemba
0,0,17,29,0,divorced,upper_secondary,coated_adobe,charcoal,yes,yes,sales,4,m,Nyemba
0,0,52,46,0,married,primary,coated_adobe,charcoal,yes,no,skilled,3,m,Nyemba
0,0,37,31,0,married,upper_secondary,coated_adobe,charcoal,yes,yes,unskilled,4,m,Nyemba
0,0,47,36,0,married,primary,bricks,charcoal,yes,yes,skilled,4,f,Nyemba
0,0,22,20,0,married,lower_secondary,cement_blocks,charcoal,yes,yes,sales,4,f,Nyemba
0,0,40,30,0,married,primary,bricks,charcoal,yes,no,skilled,3,m,Nyemba
0,0,22,35,0,married,primary,bricks,wood,no,yes,self_agriculture,2,m,Kalemie
0,0,26,39,0,married,lower_secondary,bricks,charcoal,yes,yes,sales,4,f,Kalemie
0,0,28,38,0,married,primary,bricks,charcoal,yes,yes,unskilled,4,m,Kalemie
0,0,21,28,0,married,primary,bricks,charcoal,no,no,unskilled,2,f,Kalemie
1,1,38,34,1,married,primary,coated_adobe,wood,no,no,self_agriculture,1,f,Kalemie
0,0,39,21,0,married,none,coated_adobe,wood,yes,no,sales,2,f,Kalemie
0,0,35,16,0,married,primary,coated_adobe,wood,yes,no,self_agriculture,2,f,Kalemie
0,0,40,23,0,widowed,primary,wood,wood,yes,yes,self_agriculture,2,m,Kalemie
0,0,21,34,0,married,primary,coated_adobe,wood,yes,no,skilled,2,m,Nyemba
0,0,19,35,0,married,primary,coated_adobe,wood,yes,yes,sales,3,f,Nyemba
0,0,31,14,0,married,lower_secondary,coated_adobe,charcoal,yes,no,sales,3,f,Nyemba
0,0,37,27,0,married,lower_secondary,wood_mud,wood,yes,no,unskilled,1,m,Nyunzu
0,1,36,27,1,married,lower_secondary,wood_mud,wood,yes,no,sales,1,f,Nyunzu
0,0,27,27,0,single,upper_secondary,wood_mud,charcoal,yes,yes,sales,3,m,Nyunzu
0,0,36,24,0,married,upper_secondary,coated_adobe,wood,yes,no,not_working,2,m,Nyunzu
0,1,26,23,1,widowed,primary,wood_mud,charcoal,yes,yes,sales,3,f,Nyunzu
0,0,37,28,0,married,lower_secondary,wood_mud,wood,yes,no,not_working,1,f,Nyunzu
0,0,30,26,0,married,primary,earth,charcoal,yes,yes,skilled,3,m,Nyunzu
0,0,32,28,0,married,lower_secondary,wood_mud,wood,yes,no,skilled,1,m,Nyunzu
1,0,30,21,1,married,primary,coated_adobe,wood,yes,yes,daily_labour_non,3,m,Nyemba
0,0,28,21,0,married,lower_secondary,wood_mud,wood,no,no,skilled,0,m,Nyemba
0,0,28,19,0,married,none,bamboo_mud,wood,no,no,self_agriculture,0,f,Nyemba
0,0,24,17,0,married,lower_secondary,wood_mud,charcoal,yes,no,daily_labour_non,2,m,Nyemba
0,0,28,34,0,married,primary,coated_adobe,charcoal,yes,no,self_agriculture,3,m,Nyemba
0,0,34,22,0,married,lower_secondary,coated_adobe,wood,yes,yes,skilled,3,m,Nyemba
0,1,27,26,1,married,lower_secondary,coated_adobe,charcoal,yes,yes,skilled,4,m,Nyemba
0,0,30,13,0,married,lower_secondary,coated_adobe,wood,yes,yes,self_agriculture,3,m,Nyemba
0,0,31,23,0,married,primary,wood_mud,charcoal,yes,no,not_working,2,f,Nyunzu
0,0,29,25,0,married,none,wood_mud,wood,yes,yes,sales,2,f,Nyunzu
0,2,39,29,2,married,lower_secondary,coated_adobe,wood,yes,no,self_agriculture,2,m,Nyunzu
0,0,37,32,0,married,primary,coated_adobe,wood,yes,no,self_agriculture,2,f,Nyunzu
0,0,39,32,0,married,primary,coated_adobe,wood,yes,yes,self_agriculture,3,m,Nyunzu
0,0,38,20,0,married,primary,coated_adobe,wood,yes,no,sales,2,f,Nyunzu
0,0,39,26,0,married,upper_secondary,coated_adobe,charcoal,yes,yes,sales,4,m,Nyunzu
0,0,36,25,0,married,primary,coated_adobe,charcoal,yes,yes,self_agriculture,4,f,Nyunzu
1,3,29,36,4,single,upper_secondary,wood_mud,wood,yes,no,sales,1,f,Nyunzu
0,1,37,26,1,married,lower_secondary,wood_mud,wood,yes,no,self_agriculture,1,m,Nyunzu
0,0,34,20,0,married,lower_secondary,wood_mud,wood,yes,no,sales,1,f,Nyunzu
1,0,42,16,1,married,lower_secondary,coated_adobe,wood,yes,no,sales,2,f,Nyunzu
1,0,38,18,1,married,upper_secondary,coated_adobe,wood,yes,no,self_agriculture,2,m,Nyunzu
0,0,39,30,0,married,primary,coated_adobe,wood,yes,no,sales,2,m,Nyunzu
0,0,34,34,0,married,lower_secondary,coated_adobe,wood,yes,yes,sales,3,m,Nyemba
0,0,27,19,0,married,primary,wood_planks,wood,yes,yes,employed_agriculture,2,m,Nyemba
0,0,23,37,0,married,lower_secondary,coated_adobe,wood,yes,no,skilled,2,f,Nyemba
0,0,27,26,0,single,lower_secondary,coated_adobe,charcoal,yes,no,sales,3,m,Nyemba
0,0,36,25,0,married,primary,coated_adobe,charcoal,yes,no,sales,3,f,Nyemba
1,1,24,23,2,widowed,lower_secondary,earth,wood,no,no,self_agriculture,0,m,Nyunzu
0,0,27,19,0,married,primary,wood_mud,charcoal,yes,no,self_agriculture,2,f,Nyunzu
0,2,25,21,2,married,upper_secondary,bricks,wood,yes,no,unskilled,2,f,Nyemba
0,0,11,34,0,married,lower_secondary,bamboo_mud,wood,yes,yes,skilled,2,m,Nyemba
0,0,30,31,0,married,primary,wood_mud,wood,yes,no,self_agriculture,1,f,Nyemba
0,0,20,33,0,married,none,coated_adobe,charcoal,no,no,self_agriculture,2,m,Nyemba
